Transaction_ID,Date,Sales_Rep,Branch_Code,Region,Product,Lead_Source,Customer_Segment,Customer_Age,Account_Tenure_Months,Revenue,Processing_Fee,Discount_Applied,Target_Achieved,CSAT_Score
TRX-10822,05-09-25 0:00,Sam,BR-007,Central,Auto Loan,Email Campaign,Retail,71,57,36510.12,290.96,124.87,No,4
TRX-10823,16-11-25 0:00,Jamie,BR-009,West,Mortgage,Referral,Retail,69,2,39432.03,471.09,130.66,Yes,3
TRX-10824,07-11-25 0:00,Drew,BR-006,South,Credit Card,Social Media,Retail,29,96,12563.56,318.93,14.07,Yes,3
TRX-10825,17-10-25 0:00,Morgan,BR-006,West,Auto Loan,Walk-in,Corporate,65,62,15641.79,414.24,126.21,Yes,1
TRX-10826,20-09-25 0:00,Taylor,BR-011,North,Wealth Management,Walk-in,High Net Worth,42,88,24415.16,410.07,285.98,Yes,1
TRX-10827,01-08-25 0:00,Jordan,BR-014,South,Mortgage,Walk-in,SME,52,9,3627.56,469.46,108.2,Yes,2
TRX-10828,23-05-26 0:00,Jamie,BR-004,South,Wealth Management,Referral,Retail,25,68,30751.51,396.6,143.05,No,5
TRX-10829,08-07-26 0:00,Drew,BR-010,Central,Personal Loan,Referral,High Net Worth,43,81,49194.88,386.47,167.02,No,4
TRX-10830,14-08-25 0:00,Casey,BR-010,East,Mortgage,Website,High Net Worth,25,17,18359.91,155.35,256.42,Yes,3
TRX-10831,13-11-25 0:00,Casey,BR-013,South,Auto Loan,Website,Corporate,62,117,37765.95,76.97,185.92,Yes,1
TRX-10832,11-01-26 0:00,Taylor,BR-013,East,Mortgage,Walk-in,SME,73,50,25251.68,282.92,36.84,Yes,4
TRX-10833,04-03-26 0:00,Morgan,BR-002,West,Wealth Management,Social Media,Corporate,52,112,6826.69,106,87.37,Yes,5
TRX-10834,16-11-25 0:00,Alex,BR-007,North,Credit Card,Website,High Net Worth,30,94,29320.75,482.99,117.72,No,3
TRX-10835,25-04-26 0:00,Morgan,BR-005,Central,Mortgage,Website,High Net Worth,59,40,15343.78,180.47,121.56,Yes,3
TRX-10836,07-09-25 0:00,Taylor,BR-011,East,Auto Loan,Referral,High Net Worth,35,58,2202.96,433.82,37.65,Yes,5
TRX-10837,04-06-26 0:00,Casey,BR-006,South,Personal Loan,Social Media,Corporate,27,75,31929.02,224.43,162.72,No,3
TRX-10838,22-02-26 0:00,Morgan,BR-002,East,Credit Card,Walk-in,SME,49,85,43017.15,195.44,7.15,Yes,5
TRX-10839,07-07-26 0:00,Casey,BR-005,South,Personal Loan,Website,Retail,67,21,17566.1,470.82,105.65,No,3
TRX-10840,15-01-26 0:00,Jamie,BR-010,East,Mortgage,Social Media,Corporate,23,18,19819.63,213.5,132.38,No,2
TRX-10841,03-12-25 0:00,Drew,BR-004,South,Wealth Management,Social Media,High Net Worth,39,55,44605.57,225.63,62.24,Yes,5
TRX-10842,29-10-25 0:00,Alex,BR-009,West,Wealth Management,Walk-in,Corporate,30,29,40773.64,97.74,181.17,Yes,4
TRX-10843,04-11-25 0:00,Jamie,BR-006,South,Auto Loan,Social Media,High Net Worth,48,24,35890.16,351.7,251.56,No,2
TRX-10844,15-12-25 0:00,Casey,BR-002,South,Wealth Management,Social Media,Retail,49,74,12815.45,179.98,94.22,No,4
TRX-10845,31-10-25 0:00,Casey,BR-001,North,Credit Card,Social Media,Retail,35,109,45555.72,313.52,82.23,Yes,3
TRX-10846,19-08-25 0:00,Jordan,BR-005,South,Wealth Management,Website,SME,55,17,8143.58,316.11,47.31,Yes,4
TRX-10847,21-01-26 0:00,Jordan,BR-009,North,Auto Loan,Walk-in,High Net Worth,26,18,31525.14,373.64,219,Yes,2
TRX-10848,18-07-26 0:00,Jamie,BR-006,Central,Mortgage,Social Media,SME,32,42,1925.66,385.36,26.35,Yes,5
TRX-10849,02-11-25 0:00,Sam,BR-010,North,Mortgage,Social Media,SME,67,112,32364.13,281.5,136.05,Yes,1
TRX-10850,19-03-26 0:00,Jamie,BR-012,West,Wealth Management,Website,Retail,58,84,14218.65,198.95,168.49,Yes,4
TRX-10851,06-03-26 0:00,Jordan,BR-007,North,Personal Loan,Walk-in,Corporate,33,101,22759.01,426.85,45.69,Yes,1
TRX-10852,21-11-25 0:00,Casey,BR-005,Central,Mortgage,Referral,Corporate,49,45,17590.6,189.44,173.29,Yes,4
TRX-10853,05-06-26 0:00,Taylor,BR-010,West,Wealth Management,Website,SME,39,82,9051.46,278.38,6.66,No,4
TRX-10854,29-04-26 0:00,Jamie,BR-006,East,Auto Loan,Walk-in,Retail,23,17,31288.05,230.56,182.56,No,5
TRX-10855,06-07-26 0:00,Casey,BR-005,East,Wealth Management,Social Media,High Net Worth,28,73,44157.79,434.79,35.51,Yes,3
TRX-10856,15-12-25 0:00,Taylor,BR-011,North,Mortgage,Walk-in,Corporate,28,14,47974.67,244.36,129.15,Yes,2
TRX-10857,13-06-26 0:00,Taylor,BR-009,North,Auto Loan,Walk-in,SME,40,49,10021.14,223.74,50.02,Yes,2
TRX-10858,09-09-25 0:00,Jordan,BR-015,Central,Wealth Management,Walk-in,Corporate,67,29,36009.95,360.42,167.31,Yes,2
TRX-10859,12-03-26 0:00,Jamie,BR-006,Central,Credit Card,Referral,Corporate,24,95,33384.8,321.1,102.46,No,3
TRX-10860,08-01-26 0:00,Morgan,BR-011,South,Auto Loan,Walk-in,High Net Worth,71,4,17497.2,98.26,40.58,Yes,1
TRX-10861,02-03-26 0:00,Alex,BR-008,Central,Credit Card,Referral,Retail,41,82,1445.41,278.68,114.2,No,2
TRX-10862,23-04-26 0:00,Jordan,BR-002,South,Personal Loan,Social Media,High Net Worth,23,20,34644.67,380.97,122.37,Yes,1
TRX-10863,23-04-26 0:00,Jordan,BR-012,West,Auto Loan,Referral,Retail,65,47,47302,496.43,132.29,Yes,3
TRX-10864,28-09-25 0:00,Morgan,BR-013,North,Credit Card,Social Media,Corporate,28,107,31789.95,333.12,176.38,Yes,3
TRX-10865,08-04-26 0:00,Alex,BR-009,West,Mortgage,Social Media,SME,43,108,22046.99,216.63,81.88,Yes,5
TRX-10866,14-05-26 0:00,Casey,BR-005,Central,Mortgage,Referral,High Net Worth,36,9,26495.12,151.77,86.97,Yes,2
TRX-10867,20-01-26 0:00,Sam,BR-007,West,Personal Loan,Website,Retail,33,77,10381.63,442.77,2.9,No,5
TRX-10868,24-04-26 0:00,Jamie,BR-010,West,Auto Loan,Email Campaign,Corporate,23,79,37651.94,416.55,114.97,No,2
TRX-10869,08-03-26 0:00,Sam,BR-013,West,Auto Loan,Walk-in,Retail,68,27,37447.78,155.27,80.45,No,3
TRX-10870,26-06-26 0:00,Casey,BR-001,Central,Auto Loan,Email Campaign,Retail,29,15,7703.11,140.28,74.93,No,3
TRX-10871,16-01-26 0:00,Drew,BR-010,West,Personal Loan,Walk-in,Retail,34,92,43959.93,371.81,36.59,No,4
TRX-10872,12-06-26 0:00,Jordan,BR-005,South,Auto Loan,Walk-in,Corporate,33,101,13824.89,191.73,86.01,Yes,4
TRX-10873,21-12-25 0:00,Alex,BR-012,Central,Mortgage,Social Media,SME,73,119,49121.68,187.88,196.89,Yes,3
TRX-10874,15-11-25 0:00,Jordan,BR-014,West,Credit Card,Walk-in,SME,27,19,19453.7,118.53,59.55,No,3
TRX-10875,26-08-25 0:00,Taylor,BR-010,Central,Mortgage,Walk-in,SME,35,90,9305.26,168.79,119.94,Yes,1
TRX-10876,18-03-26 0:00,Jordan,BR-014,East,Mortgage,Referral,Retail,27,52,17910.15,242.38,155.3,No,1
TRX-10877,19-04-26 0:00,Jordan,BR-002,South,Credit Card,Email Campaign,Corporate,58,26,22288.93,379.78,149.83,Yes,5
TRX-10878,04-09-25 0:00,Casey,BR-012,West,Mortgage,Referral,Retail,54,89,3930.73,201.34,65.75,Yes,4
TRX-10879,07-03-26 0:00,Casey,BR-006,East,Personal Loan,Walk-in,SME,61,26,29121.81,197.87,122.17,No,4
TRX-10880,20-09-25 0:00,Casey,BR-011,East,Credit Card,Social Media,SME,42,26,30082.81,178.21,174.25,Yes,3
TRX-10881,24-06-26 0:00,Sam,BR-001,Central,Mortgage,Referral,Corporate,44,46,37077.06,265.23,3.09,Yes,3
TRX-10882,04-12-25 0:00,Taylor,BR-003,East,Wealth Management,Referral,Retail,69,92,1943.91,131.29,87.15,No,5
TRX-10883,28-02-26 0:00,Drew,BR-005,South,Mortgage,Website,High Net Worth,57,49,27291.29,268.53,67.28,No,4
TRX-10884,24-06-26 0:00,Drew,BR-004,South,Personal Loan,Walk-in,High Net Worth,64,82,3118.92,366.88,116.6,Yes,1
TRX-10885,08-11-25 0:00,Casey,BR-003,North,Auto Loan,Social Media,SME,21,96,35206.64,63.41,83.2,No,2
TRX-10886,30-11-25 0:00,Alex,BR-010,South,Mortgage,Referral,Corporate,30,53,3258.54,54.4,149.33,No,5
TRX-10887,20-10-25 0:00,Sam,BR-013,East,Auto Loan,Referral,Retail,63,3,45630.53,83.81,18.76,No,2
TRX-10888,18-04-26 0:00,Morgan,BR-005,South,Wealth Management,Social Media,Retail,36,66,35253.09,291.05,102.52,No,1
TRX-10889,03-06-26 0:00,Alex,BR-011,Central,Mortgage,Walk-in,SME,66,97,25615.79,434.5,112.84,Yes,1
TRX-10890,13-03-26 0:00,Jamie,BR-008,North,Credit Card,Website,SME,28,42,22354.44,52.2,98.83,Yes,2
TRX-10891,17-04-26 0:00,Jamie,BR-011,East,Auto Loan,Referral,Retail,69,19,6968.3,471.5,146.37,Yes,5
TRX-10892,12-03-26 0:00,Alex,BR-004,North,Wealth Management,Website,Retail,45,17,14904.47,97.83,76.76,Yes,2
TRX-10893,14-02-26 0:00,Casey,BR-001,East,Credit Card,Email Campaign,SME,70,108,43513.48,428.89,188.99,Yes,5
TRX-10894,19-04-26 0:00,Morgan,BR-011,Central,Credit Card,Walk-in,Retail,32,33,45270.41,267.28,96.36,Yes,5
TRX-10895,12-10-25 0:00,Morgan,BR-007,North,Credit Card,Email Campaign,High Net Worth,45,76,537.01,346.71,171.36,Yes,3
TRX-10896,17-03-26 0:00,Sam,BR-008,West,Credit Card,Email Campaign,SME,37,49,29909.75,279.81,165.11,Yes,4
TRX-10897,06-08-25 0:00,Morgan,BR-003,East,Mortgage,Email Campaign,Retail,46,56,36105.38,264.67,55.05,Yes,4
TRX-10898,05-08-25 0:00,Jamie,BR-006,West,Mortgage,Walk-in,SME,66,63,31127.98,425.7,15.04,No,1
TRX-10899,21-09-25 0:00,Taylor,BR-002,North,Mortgage,Walk-in,Corporate,68,3,4543.15,390.15,141.56,Yes,3
TRX-10900,06-04-26 0:00,Casey,BR-007,West,Wealth Management,Social Media,SME,34,107,11277.38,267.53,96.6,Yes,4
TRX-10901,09-07-26 0:00,Morgan,BR-015,West,Wealth Management,Website,SME,61,49,12891.84,100.24,179.3,Yes,5
TRX-10902,01-12-25 0:00,Sam,BR-008,North,Wealth Management,Website,Corporate,56,55,41670.37,101.93,196.54,Yes,5
TRX-10903,20-12-25 0:00,Jamie,BR-006,Central,Personal Loan,Social Media,High Net Worth,43,26,23428.37,410.69,119.73,No,2
TRX-10904,17-06-26 0:00,Taylor,BR-006,West,Wealth Management,Social Media,Retail,63,99,24598,288.23,83.09,Yes,2
TRX-10905,24-03-26 0:00,Jordan,BR-005,West,Mortgage,Email Campaign,Corporate,26,72,46777.21,266.72,81.59,Yes,5
TRX-10906,14-09-25 0:00,Jordan,BR-008,Central,Mortgage,Social Media,SME,67,52,32035.75,356.26,64.91,Yes,5
TRX-10907,03-08-25 0:00,Taylor,BR-001,West,Personal Loan,Referral,Retail,25,100,44984.05,436.48,156.34,Yes,2
TRX-10908,17-09-25 0:00,Jamie,BR-010,West,Personal Loan,Website,Corporate,63,117,23097.19,332.99,151.8,Yes,4
TRX-10909,28-11-25 0:00,Sam,BR-004,West,Wealth Management,Social Media,Retail,45,118,7897.09,393.28,95.73,Yes,1
TRX-10910,07-04-26 0:00,Taylor,BR-015,South,Auto Loan,Referral,Retail,38,7,46531.81,394.37,8.93,Yes,2
TRX-10911,14-12-25 0:00,Casey,BR-004,Central,Personal Loan,Referral,Corporate,33,46,23205.9,210.32,61.91,No,4
TRX-10912,01-04-26 0:00,Casey,BR-003,West,Credit Card,Referral,Retail,63,46,9490.76,173.34,58.46,No,4
TRX-10913,03-08-25 0:00,Jordan,BR-003,Central,Mortgage,Referral,High Net Worth,34,100,15468.59,410.52,243.33,Yes,4
TRX-10914,01-08-26 0:00,Morgan,BR-004,East,Credit Card,Email Campaign,Corporate,48,16,3014.73,219.73,17.52,Yes,3
TRX-10915,17-04-26 0:00,Sam,BR-011,East,Mortgage,Referral,High Net Worth,38,24,23680.88,456.5,241.71,Yes,3
TRX-10916,17-08-25 0:00,Jordan,BR-001,West,Mortgage,Email Campaign,SME,48,61,42729.84,81.36,133.84,Yes,4
TRX-10917,02-08-25 0:00,Morgan,BR-014,Central,Personal Loan,Email Campaign,Retail,71,54,46712.23,76.2,146.49,Yes,5
TRX-10918,27-10-25 0:00,Morgan,BR-011,Central,Personal Loan,Referral,SME,47,62,46663.81,467.15,86.44,No,3
TRX-10919,14-12-25 0:00,Drew,BR-013,Central,Credit Card,Website,SME,52,1,6698.89,341.8,135.95,Yes,2
TRX-10920,26-07-26 0:00,Casey,BR-011,South,Mortgage,Referral,Retail,67,49,19411.67,220.82,121.81,No,3
TRX-10921,06-03-26 0:00,Jamie,BR-002,East,Credit Card,Referral,Corporate,29,25,1897.32,389.78,153.8,Yes,5
TRX-10922,21-07-26 0:00,Alex,BR-009,Central,Auto Loan,Referral,Retail,60,10,42830.68,352.55,89.35,No,1
TRX-10923,22-05-26 0:00,Jamie,BR-010,Central,Credit Card,Website,SME,52,118,18258.41,289.04,94.57,Yes,3
TRX-10924,31-01-26 0:00,Alex,BR-002,South,Wealth Management,Walk-in,SME,40,80,31740.29,94.49,128.72,No,4
TRX-10925,26-12-25 0:00,Taylor,BR-005,South,Credit Card,Walk-in,Corporate,48,16,35887.47,415.48,21.62,Yes,4
TRX-10926,01-08-26 0:00,Casey,BR-009,Central,Wealth Management,Email Campaign,Retail,53,58,21777.31,439.71,87.25,No,4
TRX-10927,22-08-25 0:00,Morgan,BR-009,North,Wealth Management,Email Campaign,SME,24,72,15668.9,127.48,194.39,No,1
TRX-10928,15-09-25 0:00,Sam,BR-008,Central,Wealth Management,Website,High Net Worth,66,29,48129.54,432.73,11.26,No,5
TRX-10929,10-10-25 0:00,Alex,BR-001,Central,Auto Loan,Social Media,SME,54,103,48242.17,445.03,63.2,Yes,2
TRX-10930,26-04-26 0:00,Jamie,BR-001,South,Credit Card,Walk-in,SME,68,92,14827.1,297.24,62.82,No,5
TRX-10931,12-06-26 0:00,Morgan,BR-009,South,Credit Card,Email Campaign,Corporate,23,6,24241.44,345.28,126.69,Yes,1
TRX-10932,14-09-25 0:00,Alex,BR-013,Central,Auto Loan,Walk-in,High Net Worth,46,16,48655.79,222.01,31.74,Yes,4
TRX-10933,01-12-25 0:00,Alex,BR-011,Central,Mortgage,Website,SME,28,20,740.99,176.81,125.71,No,5
TRX-10934,11-12-25 0:00,Drew,BR-008,Central,Personal Loan,Website,SME,26,80,20927.57,374.89,19.01,Yes,2
TRX-10935,12-02-26 0:00,Alex,BR-010,South,Credit Card,Social Media,High Net Worth,36,71,5472.65,437.84,28.48,Yes,4
TRX-10936,13-07-26 0:00,Sam,BR-009,Central,Personal Loan,Social Media,Retail,44,105,25703.32,344.33,145.64,Yes,2
TRX-10937,30-03-26 0:00,Casey,BR-007,Central,Auto Loan,Website,Retail,68,78,1721.16,280.22,64.83,No,3
TRX-10938,03-09-25 0:00,Sam,BR-003,West,Mortgage,Email Campaign,SME,59,43,20641.47,121.52,195.48,Yes,2
TRX-10939,09-07-26 0:00,Jordan,BR-003,North,Mortgage,Walk-in,SME,50,26,11424.6,74.06,7.47,Yes,4
TRX-10940,05-07-26 0:00,Morgan,BR-002,East,Mortgage,Referral,Retail,65,90,26898.76,250.56,89.02,Yes,3
TRX-10941,09-10-25 0:00,Casey,BR-005,North,Auto Loan,Social Media,Corporate,33,78,49801.69,72.21,22.63,No,4
TRX-10942,28-02-26 0:00,Drew,BR-012,West,Wealth Management,Referral,High Net Worth,25,71,40126.54,306.2,105.42,Yes,4
TRX-10943,18-06-26 0:00,Casey,BR-012,East,Wealth Management,Email Campaign,High Net Worth,45,33,42359.28,222.23,299.46,No,3
TRX-10944,30-06-26 0:00,Casey,BR-003,Central,Personal Loan,Social Media,Corporate,40,26,31945.62,390.74,177.77,Yes,2
TRX-10945,20-09-25 0:00,Jamie,BR-014,West,Wealth Management,Referral,Corporate,74,45,2557.21,187.54,9.66,No,1
TRX-10946,06-05-26 0:00,Casey,BR-006,Central,Wealth Management,Email Campaign,Corporate,38,84,10736.48,316.84,112.65,No,1
TRX-10947,21-05-26 0:00,Drew,BR-002,South,Mortgage,Walk-in,Corporate,67,63,46290.7,291.96,129.56,Yes,1
TRX-10948,10-04-26 0:00,Sam,BR-012,West,Mortgage,Email Campaign,Corporate,38,67,18622.6,52.12,41.91,Yes,1
TRX-10949,12-02-26 0:00,Casey,BR-003,South,Personal Loan,Social Media,Corporate,22,52,5630.02,82.58,29.02,No,5
TRX-10950,27-08-25 0:00,Taylor,BR-005,West,Credit Card,Website,High Net Worth,30,68,35269.07,180.67,271.32,Yes,1
TRX-10951,10-12-25 0:00,Morgan,BR-012,West,Personal Loan,Walk-in,Corporate,65,26,15323.16,447.01,193.76,Yes,3
TRX-10952,28-07-26 0:00,Casey,BR-011,South,Personal Loan,Referral,Retail,70,75,13808.42,116.16,198.38,No,1
TRX-10953,03-07-26 0:00,Morgan,BR-011,East,Auto Loan,Social Media,Corporate,67,2,49899.88,369.9,157.95,No,4
TRX-10954,14-05-26 0:00,Taylor,BR-001,North,Auto Loan,Website,Corporate,32,14,42977.88,488.01,132.7,Yes,1
TRX-10955,26-08-25 0:00,Taylor,BR-013,Central,Personal Loan,Email Campaign,High Net Worth,67,108,20692.92,405.76,103.72,Yes,2
TRX-10956,01-09-25 0:00,Morgan,BR-001,West,Personal Loan,Website,High Net Worth,33,30,49022.93,159.33,51.42,Yes,3
TRX-10957,18-08-25 0:00,Alex,BR-010,Central,Personal Loan,Social Media,Corporate,70,49,32680.6,458.76,15.8,Yes,3
TRX-10958,06-02-26 0:00,Jordan,BR-009,South,Wealth Management,Social Media,High Net Worth,67,12,37230.11,91.9,207.99,No,5
TRX-10959,04-01-26 0:00,Jamie,BR-007,Central,Auto Loan,Website,SME,31,90,2059.9,260.66,156.94,No,4
TRX-10960,22-09-25 0:00,Alex,BR-001,South,Personal Loan,Email Campaign,High Net Worth,39,44,6519.46,449.39,247.94,No,3
TRX-10961,09-04-26 0:00,Alex,BR-015,Central,Mortgage,Website,High Net Worth,55,33,31837.71,338.57,274.12,Yes,2
TRX-10962,08-03-26 0:00,Sam,BR-012,North,Mortgage,Social Media,High Net Worth,59,13,45001.69,236.14,263.98,Yes,1
TRX-10963,30-06-26 0:00,Jamie,BR-014,North,Wealth Management,Social Media,High Net Worth,73,78,31375.31,181.77,299.92,Yes,3
TRX-10964,11-02-26 0:00,Jamie,BR-008,North,Wealth Management,Referral,Retail,46,88,7134.23,218.79,48.81,Yes,2
TRX-10965,07-08-25 0:00,Alex,BR-003,North,Credit Card,Referral,Retail,66,98,6230.12,279.02,152.66,No,1
TRX-10966,23-02-26 0:00,Casey,BR-008,North,Credit Card,Walk-in,Retail,34,108,42287.2,193.57,117.29,Yes,5
TRX-10967,26-04-26 0:00,Sam,BR-015,North,Credit Card,Social Media,Corporate,74,26,7395.47,486.04,52.25,Yes,3
TRX-10968,20-08-25 0:00,Sam,BR-005,South,Wealth Management,Referral,Corporate,65,21,26251.48,469.88,196.38,No,3
TRX-10969,31-03-26 0:00,Taylor,BR-001,West,Wealth Management,Website,SME,64,28,2337.11,441.8,179.58,No,2
TRX-10970,13-09-25 0:00,Drew,BR-007,Central,Wealth Management,Email Campaign,Retail,44,48,4493.15,239.82,25.7,No,4
TRX-10971,15-03-26 0:00,Jamie,BR-005,North,Mortgage,Website,Corporate,61,100,33781.24,361.09,5.23,No,5
TRX-10972,20-07-26 0:00,Alex,BR-006,South,Wealth Management,Email Campaign,High Net Worth,21,40,34614.48,456.27,206.5,Yes,4
TRX-10973,25-07-26 0:00,Taylor,BR-006,South,Mortgage,Referral,High Net Worth,71,66,17402.74,432.69,181.24,Yes,3
TRX-10974,05-05-26 0:00,Morgan,BR-008,South,Credit Card,Walk-in,Retail,63,106,11172.68,236.45,187.16,Yes,4
TRX-10975,24-03-26 0:00,Jordan,BR-009,West,Credit Card,Website,SME,42,73,40778.66,100.57,46.8,Yes,1
TRX-10976,16-07-26 0:00,Drew,BR-002,Central,Credit Card,Website,SME,43,87,11246.61,84.03,16.88,No,5
TRX-10977,12-12-25 0:00,Drew,BR-009,West,Personal Loan,Website,High Net Worth,74,79,27330.34,309.68,77.76,Yes,4
TRX-10978,11-03-26 0:00,Drew,BR-012,East,Personal Loan,Email Campaign,SME,39,77,48426.34,339.18,3.79,Yes,1
TRX-10979,12-11-25 0:00,Sam,BR-015,South,Auto Loan,Referral,Retail,38,23,7818.7,432.43,7.18,Yes,2
TRX-10980,27-10-25 0:00,Morgan,BR-011,East,Auto Loan,Website,High Net Worth,32,81,47073.38,181.63,274.46,Yes,4
TRX-10981,05-03-26 0:00,Drew,BR-010,North,Auto Loan,Website,Corporate,48,48,9553.21,125.36,70.4,No,5
TRX-10982,07-11-25 0:00,Morgan,BR-009,North,Personal Loan,Walk-in,Corporate,48,2,28588.44,220.55,82.16,Yes,1
TRX-10983,02-02-26 0:00,Casey,BR-013,West,Personal Loan,Walk-in,SME,53,84,19161.88,209.11,3.67,No,4
TRX-10984,01-08-26 0:00,Drew,BR-010,Central,Auto Loan,Referral,High Net Worth,39,20,48263.97,109.61,81.15,Yes,2
TRX-10985,14-06-26 0:00,Jordan,BR-015,East,Auto Loan,Referral,High Net Worth,48,59,14040.33,352.53,241.42,Yes,4
TRX-10986,26-09-25 0:00,Morgan,BR-010,Central,Wealth Management,Social Media,Corporate,72,46,20283.07,278.91,123.1,No,1
TRX-10987,16-03-26 0:00,Morgan,BR-007,West,Auto Loan,Walk-in,High Net Worth,69,3,49151.58,374.51,226.14,No,4
TRX-10988,05-02-26 0:00,Jordan,BR-001,North,Wealth Management,Social Media,High Net Worth,57,55,27055.28,208.71,134.16,Yes,5
TRX-10989,09-11-25 0:00,Drew,BR-007,Central,Mortgage,Email Campaign,High Net Worth,46,12,25380.19,196.57,92.93,Yes,3
TRX-10990,30-09-25 0:00,Jordan,BR-010,Central,Personal Loan,Social Media,SME,55,40,13260.04,262.66,96.56,Yes,1
TRX-10991,27-01-26 0:00,Morgan,BR-005,North,Auto Loan,Website,High Net Worth,54,66,35217.5,444.83,96.92,No,1
TRX-10992,20-06-26 0:00,Jordan,BR-006,East,Personal Loan,Social Media,Retail,55,100,1211.46,68.13,167.79,No,1
TRX-10993,27-04-26 0:00,Morgan,BR-010,North,Personal Loan,Referral,SME,60,78,2950.88,412.17,59.53,No,1
TRX-10994,26-06-26 0:00,Morgan,BR-007,Central,Personal Loan,Email Campaign,High Net Worth,36,16,30168.25,216.04,197.92,Yes,4
TRX-10995,03-04-26 0:00,Casey,BR-014,East,Mortgage,Website,High Net Worth,58,83,17412.89,434.58,41.1,Yes,5
TRX-10996,11-02-26 0:00,Alex,BR-015,East,Credit Card,Social Media,Retail,33,34,47689.16,410.99,137.37,Yes,2
TRX-10997,15-05-26 0:00,Morgan,BR-005,North,Auto Loan,Email Campaign,SME,43,44,45207.94,206.94,182.66,No,5
TRX-10998,23-07-26 0:00,Drew,BR-007,Central,Credit Card,Email Campaign,Corporate,74,110,35828.46,362.24,121.72,Yes,1
TRX-10999,09-05-26 0:00,Taylor,BR-009,West,Credit Card,Website,Corporate,42,6,40998.21,121.83,111.97,Yes,4
